gene_id	gene_name	description	biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000124212	PTGIS	prostaglandin I2 (prostacyclin) synthase [Source:HGNC Symbol;Acc:HGNC:9603]	protein_coding	-3.063e+00	 6.243629	2.307e+03	 0.000e+00	 0.000e+00
ENSG00000152583	SPARCL1	SPARC-like 1 (hevin) [Source:HGNC Symbol;Acc:HGNC:11220]	protein_coding	-3.045e+00	 4.165919	1.674e+03	 0.000e+00	 0.000e+00
ENSG00000100767	PAPLN	papilin, proteoglycan-like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]	protein_coding	-3.034e+00	 6.249845	1.851e+03	 0.000e+00	 0.000e+00
ENSG00000185432	METTL7A	methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]	protein_coding	-3.003e+00	 7.379976	1.820e+03	 0.000e+00	 0.000e+00
ENSG00000185070	FLRT2	fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]	protein_coding	 2.995e+00	 7.083726	3.363e+03	 0.000e+00	 0.000e+00
ENSG00000115963	RND3	Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]	protein_coding	 2.994e+00	 8.516963	2.850e+03	 0.000e+00	 0.000e+00
ENSG00000138685	FGF2	fibroblast growth factor 2 (basic) [Source:HGNC Symbol;Acc:HGNC:3676]	protein_coding	 2.986e+00	 8.098434	2.785e+03	 0.000e+00	 0.000e+00
ENSG00000179242	CDH4	cadherin 4, type 1, R-cadherin (retinal) [Source:HGNC Symbol;Acc:HGNC:1763]	protein_coding	 2.981e+00	 5.296841	1.931e+03	 0.000e+00	 0.000e+00
ENSG00000183287	CCBE1	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]	protein_coding	-2.973e+00	 7.078262	2.218e+03	 0.000e+00	 0.000e+00
ENSG00000142303	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10 [Source:HGNC Symbol;Acc:HGNC:13201]	protein_coding	-2.910e+00	 4.690432	1.730e+03	 0.000e+00	 0.000e+00
ENSG00000106484	MEST	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	protein_coding	-2.859e+00	 6.524126	1.791e+03	 0.000e+00	 0.000e+00
ENSG00000092969	TGFB2	transforming growth factor, beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]	protein_coding	 2.827e+00	 5.968746	2.847e+03	 0.000e+00	 0.000e+00
ENSG00000133466	C1QTNF6	C1q and tumor necrosis factor related protein 6 [Source:HGNC Symbol;Acc:HGNC:14343]	protein_coding	-2.814e+00	 5.457300	1.797e+03	 0.000e+00	 0.000e+00
ENSG00000178860	MSC	musculin [Source:HGNC Symbol;Acc:HGNC:7321]	protein_coding	 2.803e+00	 7.198830	1.602e+03	 0.000e+00	 0.000e+00
ENSG00000169908	TM4SF1	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]	protein_coding	-2.798e+00	 4.962054	2.122e+03	 0.000e+00	 0.000e+00
ENSG00000107317	PTGDS	prostaglandin D2 synthase 21kDa (brain) [Source:HGNC Symbol;Acc:HGNC:9592]	protein_coding	-2.785e+00	 8.492078	2.107e+03	 0.000e+00	 0.000e+00
ENSG00000135723	FHOD1	formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17905]	protein_coding	-2.781e+00	 5.433023	1.538e+03	 0.000e+00	 0.000e+00
ENSG00000138172	CALHM2	calcium homeostasis modulator 2 [Source:HGNC Symbol;Acc:HGNC:23493]	protein_coding	-2.773e+00	 4.971683	2.054e+03	 0.000e+00	 0.000e+00
ENSG00000107562	CXCL12	chemokine (C-X-C motif) ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]	protein_coding	-2.752e+00	 9.186718	1.859e+03	 0.000e+00	 0.000e+00
ENSG00000139329	LUM	lumican [Source:HGNC Symbol;Acc:HGNC:6724]	protein_coding	-2.740e+00	 8.476348	2.322e+03	 0.000e+00	 0.000e+00
ENSG00000116717	GADD45A	growth arrest and DNA-damage-inducible, alpha [Source:HGNC Symbol;Acc:HGNC:4095]	protein_coding	 2.717e+00	 8.139629	2.047e+03	 0.000e+00	 0.000e+00
ENSG00000169432	SCN9A	sodium channel, voltage-gated, type IX, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10597]	protein_coding	 2.710e+00	 6.339948	1.567e+03	 0.000e+00	 0.000e+00
ENSG00000162618	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20822]	protein_coding	 2.678e+00	 5.652706	1.791e+03	 0.000e+00	 0.000e+00
ENSG00000156453	PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	protein_coding	 2.663e+00	 6.458779	2.392e+03	 0.000e+00	 0.000e+00
ENSG00000185630	PBX1	pre-B-cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]	protein_coding	-2.661e+00	 6.950845	3.046e+03	 0.000e+00	 0.000e+00
ENSG00000100979	PLTP	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]	protein_coding	-2.618e+00	 7.722795	2.159e+03	 0.000e+00	 0.000e+00
ENSG00000074181	NOTCH3	notch 3 [Source:HGNC Symbol;Acc:HGNC:7883]	protein_coding	-2.614e+00	 5.899643	1.915e+03	 0.000e+00	 0.000e+00
ENSG00000075618	FSCN1	fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]	protein_coding	-2.610e+00	 7.458105	2.265e+03	 0.000e+00	 0.000e+00
ENSG00000078114	NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	protein_coding	 2.609e+00	 5.494701	1.673e+03	 0.000e+00	 0.000e+00
ENSG00000134853	PDGFRA	platelet-derived growth factor receptor, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:8803]	protein_coding	-2.577e+00	 8.903557	1.881e+03	 0.000e+00	 0.000e+00
ENSG00000179954	SSC5D	scavenger receptor cysteine rich family, 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]	protein_coding	-2.556e+00	 5.596709	2.276e+03	 0.000e+00	 0.000e+00
ENSG00000073756	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:HGNC:9605]	protein_coding	 2.509e+00	 4.917099	1.531e+03	 0.000e+00	 0.000e+00
ENSG00000150995	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1 [Source:HGNC Symbol;Acc:HGNC:6180]	protein_coding	 2.494e+00	 7.596210	2.411e+03	 0.000e+00	 0.000e+00
ENSG00000170017	ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	protein_coding	 2.473e+00	 7.225457	1.983e+03	 0.000e+00	 0.000e+00
ENSG00000149131	SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1 [Source:HGNC Symbol;Acc:HGNC:1228]	protein_coding	-2.473e+00	 7.816734	2.108e+03	 0.000e+00	 0.000e+00
ENSG00000196083	IL1RAP	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]	protein_coding	 2.459e+00	 5.981758	1.871e+03	 0.000e+00	 0.000e+00
ENSG00000118526	TCF21	transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632]	protein_coding	 2.458e+00	 6.191153	1.761e+03	 0.000e+00	 0.000e+00
ENSG00000175130	MARCKSL1	MARCKS-like 1 [Source:HGNC Symbol;Acc:HGNC:7142]	protein_coding	-2.421e+00	 5.843744	1.824e+03	 0.000e+00	 0.000e+00
ENSG00000150687	PRSS23	protease, serine, 23 [Source:HGNC Symbol;Acc:HGNC:14370]	protein_coding	-2.421e+00	 7.372885	1.770e+03	 0.000e+00	 0.000e+00
ENSG00000088367	EPB41L1	erythrocyte membrane protein band 4.1-like 1 [Source:HGNC Symbol;Acc:HGNC:3378]	protein_coding	-2.419e+00	 4.900447	1.578e+03	 0.000e+00	 0.000e+00
ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]	protein_coding	 2.393e+00	 9.095795	1.791e+03	 0.000e+00	 0.000e+00
ENSG00000143479	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]	protein_coding	 2.386e+00	 5.064648	1.596e+03	 0.000e+00	 0.000e+00
ENSG00000178607	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	protein_coding	 2.377e+00	 7.004797	2.382e+03	 0.000e+00	 0.000e+00
ENSG00000166482	MFAP4	microfibrillar-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:7035]	protein_coding	-2.370e+00	 8.919950	1.602e+03	 0.000e+00	 0.000e+00
ENSG00000054654	SYNE2	spectrin repeat containing, nuclear envelope 2 [Source:HGNC Symbol;Acc:HGNC:17084]	protein_coding	-2.331e+00	 6.704008	2.225e+03	 0.000e+00	 0.000e+00
ENSG00000179222	MAGED1	melanoma antigen family D, 1 [Source:HGNC Symbol;Acc:HGNC:6813]	protein_coding	-2.316e+00	 7.399849	1.959e+03	 0.000e+00	 0.000e+00
ENSG00000197860	SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:HGNC Symbol;Acc:HGNC:23567]	protein_coding	 2.305e+00	 5.966266	2.019e+03	 0.000e+00	 0.000e+00
ENSG00000120217	CD274	CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]	protein_coding	 2.274e+00	 5.577925	1.620e+03	 0.000e+00	 0.000e+00
ENSG00000113742	CPEB4	cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]	protein_coding	 2.246e+00	 6.443388	1.980e+03	 0.000e+00	 0.000e+00
ENSG00000162804	SNED1	sushi, nidogen and EGF-like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]	protein_coding	-2.246e+00	 5.182350	1.592e+03	 0.000e+00	 0.000e+00
ENSG00000174080	CTSF	cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531]	protein_coding	-2.232e+00	 6.013760	1.820e+03	 0.000e+00	 0.000e+00
ENSG00000114480	GBE1	glucan (1,4-alpha-), branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]	protein_coding	 2.188e+00	 8.694068	1.595e+03	 0.000e+00	 0.000e+00
ENSG00000085662	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase) [Source:HGNC Symbol;Acc:HGNC:381]	protein_coding	 2.177e+00	 7.560515	1.795e+03	 0.000e+00	 0.000e+00
ENSG00000058668	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:HGNC:817]	protein_coding	-2.121e+00	 8.080434	1.775e+03	 0.000e+00	 0.000e+00
ENSG00000176971	FIBIN	fin bud initiation factor homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33747]	protein_coding	 2.112e+00	 7.130072	1.818e+03	 0.000e+00	 0.000e+00
ENSG00000155304	HSPA13	heat shock protein 70kDa family, member 13 [Source:HGNC Symbol;Acc:HGNC:11375]	protein_coding	 2.109e+00	 7.244566	1.843e+03	 0.000e+00	 0.000e+00
ENSG00000103043	VAC14	Vac14 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25507]	protein_coding	 2.089e+00	 7.248063	1.847e+03	 0.000e+00	 0.000e+00
ENSG00000140941	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]	protein_coding	 2.071e+00	 8.048839	1.586e+03	 0.000e+00	 0.000e+00
ENSG00000135679	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:6973]	protein_coding	 2.060e+00	 7.890672	1.491e+03	 0.000e+00	 0.000e+00
ENSG00000154277	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) [Source:HGNC Symbol;Acc:HGNC:12513]	protein_coding	 1.947e+00	 7.377473	1.520e+03	 0.000e+00	 0.000e+00
ENSG00000162849	KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]	protein_coding	-1.856e+00	 6.551131	1.493e+03	 0.000e+00	 0.000e+00
ENSG00000059728	MXD1	MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]	protein_coding	 2.157e+00	 6.474895	1.482e+03	4.941e-324	5.188e-322
ENSG00000170962	PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	protein_coding	-2.284e+00	 6.918522	1.458e+03	4.650e-319	4.859e-317
ENSG00000100968	NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4 [Source:HGNC Symbol;Acc:HGNC:7778]	protein_coding	-2.088e+00	 6.194330	1.432e+03	1.901e-313	1.971e-311
ENSG00000141682	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]	protein_coding	 2.201e+00	 5.947622	1.430e+03	6.323e-313	6.502e-311
ENSG00000090020	SLC9A1	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:HGNC:11071]	protein_coding	 2.068e+00	 7.591781	1.429e+03	8.408e-313	8.579e-311
ENSG00000124762	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1) [Source:HGNC Symbol;Acc:HGNC:1784]	protein_coding	 2.622e+00	10.038474	1.429e+03	1.185e-312	1.200e-310
ENSG00000120889	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	protein_coding	 2.185e+00	 8.641591	1.424e+03	1.501e-311	1.508e-309
ENSG00000111885	MAN1A1	mannosidase, alpha, class 1A, member 1 [Source:HGNC Symbol;Acc:HGNC:6821]	protein_coding	-1.987e+00	 6.634779	1.416e+03	6.740e-310	6.720e-308
ENSG00000198959	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	protein_coding	-3.839e+00	 9.828375	1.412e+03	5.470e-309	5.412e-307
ENSG00000106819	ASPN	asporin [Source:HGNC Symbol;Acc:HGNC:14872]	protein_coding	-3.617e+00	 5.906441	1.410e+03	1.310e-308	1.287e-306
ENSG00000129757	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2) [Source:HGNC Symbol;Acc:HGNC:1786]	protein_coding	-3.897e+00	 6.183592	1.404e+03	3.606e-307	3.515e-305
ENSG00000115594	IL1R1	interleukin 1 receptor, type I [Source:HGNC Symbol;Acc:HGNC:5993]	protein_coding	-2.131e+00	 9.536208	1.397e+03	1.124e-305	1.087e-303
ENSG00000087074	PPP1R15A	protein phosphatase 1, regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]	protein_coding	 2.392e+00	 8.371604	1.396e+03	1.770e-305	1.700e-303
ENSG00000128590	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9 [Source:HGNC Symbol;Acc:HGNC:6968]	protein_coding	 2.005e+00	 6.029771	1.395e+03	3.270e-305	3.117e-303
ENSG00000165891	E2F7	E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]	protein_coding	 2.646e+00	 5.872303	1.382e+03	1.546e-302	1.463e-300
ENSG00000115461	IGFBP5	insulin-like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	protein_coding	-3.439e+00	10.496598	1.372e+03	2.108e-300	1.981e-298
