gene_id	gene_name	description	biotype	9999	logCPM	LR	PValue	0
ENSG00000197226	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain) [Source:HGNC Symbol;Acc:HGNC:29097]	protein_coding	9999	 7.4006714	4.280e+00	 3.855e-02	0
ENSG00000271895	RP4-635E18.8		antisense	9999	 0.4735299	4.269e+00	 3.881e-02	0
ENSG00000112367	FIG4	FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873]	protein_coding	-9999	 3.7535983	4.269e+00	 3.881e-02	0
ENSG00000123374	CDK2	cyclin-dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]	protein_coding	9999	 5.5912862	4.268e+00	 3.883e-02	0
ENSG00000202382	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA	-9999	-2.7146672	4.268e+00	 3.884e-02	0
ENSG00000116698	SMG7	SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]	protein_coding	9999	 6.0708175	4.263e+00	 3.894e-02	0
ENSG00000133247	SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:28405]	protein_coding	-9999	 3.2164534	4.260e+00	 3.901e-02	0
ENSG00000271380	RP11-307C12.12		antisense	-9999	 0.1590688	4.259e+00	 3.904e-02	0
ENSG00000179406	LINC00174	long intergenic non-protein coding RNA 174 [Source:HGNC Symbol;Acc:HGNC:27788]	lincRNA	-9999	 1.7712836	4.254e+00	 3.915e-02	0
ENSG00000198918	RPL39	ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]	protein_coding	9999	 6.3899328	4.254e+00	 3.916e-02	0
ENSG00000095261	PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5 [Source:HGNC Symbol;Acc:HGNC:9563]	protein_coding	-9999	 5.5241811	4.248e+00	 3.930e-02	0
ENSG00000115998	C2orf42	chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]	protein_coding	9999	 3.0555275	4.238e+00	 3.953e-02	0
ENSG00000107566	ERLIN1	ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947]	protein_coding	-9999	 6.4980908	4.234e+00	 3.962e-02	0
ENSG00000133048	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39) [Source:HGNC Symbol;Acc:HGNC:1932]	protein_coding	-9999	-3.0254001	4.232e+00	 3.966e-02	0
ENSG00000228409	CCT6P1	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33094]	transcribed_unprocessed_pseudogene	9999	 1.7598052	4.230e+00	 3.972e-02	0
ENSG00000124191	TOX2	TOX high mobility group box family member 2 [Source:HGNC Symbol;Acc:HGNC:16095]	protein_coding	-9999	 5.2252861	4.228e+00	 3.975e-02	0
ENSG00000249784	SCARNA22	small Cajal body-specific RNA 22 [Source:HGNC Symbol;Acc:HGNC:32580]	snoRNA	-9999	-2.8095585	4.226e+00	 3.980e-02	0
ENSG00000114902	SPCS1	signal peptidase complex subunit 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23401]	protein_coding	9999	 5.7996829	4.222e+00	 3.991e-02	0
ENSG00000103356	EARS2	glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]	protein_coding	9999	 4.8554573	4.220e+00	 3.995e-02	0
ENSG00000133121	STARD13	StAR-related lipid transfer (START) domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]	protein_coding	-9999	 5.4855809	4.219e+00	 3.998e-02	0
ENSG00000185904	LINC00839	long intergenic non-protein coding RNA 839 [Source:HGNC Symbol;Acc:HGNC:28269]	lincRNA	-9999	 1.2753829	4.213e+00	 4.011e-02	0
ENSG00000100416	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:HGNC Symbol;Acc:HGNC:25481]	protein_coding	-9999	 5.1984023	4.212e+00	 4.014e-02	0
ENSG00000187608	ISG15	ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	protein_coding	-9999	 4.0471257	4.209e+00	 4.022e-02	0
ENSG00000179152	TCAIM	T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]	protein_coding	9999	 4.5818430	4.203e+00	 4.036e-02	0
ENSG00000180376	CCDC66	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]	protein_coding	-9999	 3.4360075	4.196e+00	 4.052e-02	0
ENSG00000235119	RP11-9M16.2		lincRNA	-9999	-4.2268627	4.194e+00	 4.057e-02	0
ENSG00000106804	C5	complement component 5 [Source:HGNC Symbol;Acc:HGNC:1331]	protein_coding	-9999	 2.6140134	4.190e+00	 4.065e-02	0
ENSG00000214193	SH3D21	SH3 domain containing 21 [Source:HGNC Symbol;Acc:HGNC:26236]	protein_coding	9999	 3.1654257	4.189e+00	 4.070e-02	0
ENSG00000126091	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]	protein_coding	9999	 4.1161031	4.188e+00	 4.072e-02	0
ENSG00000206634	SNORA22	small nucleolar RNA, H/ACA box 22 [Source:HGNC Symbol;Acc:HGNC:32612]	snoRNA	9999	-2.9582571	4.186e+00	 4.075e-02	0
ENSG00000050130	JKAMP	JNK1/MAPK8-associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]	protein_coding	9999	 5.1574164	4.186e+00	 4.076e-02	0
ENSG00000062650	WAPAL	wings apart-like homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:23293]	protein_coding	9999	 6.1710957	4.175e+00	 4.103e-02	0
ENSG00000106266	SNX8	sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]	protein_coding	-9999	 5.8201460	4.175e+00	 4.103e-02	0
ENSG00000148331	ASB6	ankyrin repeat and SOCS box containing 6 [Source:HGNC Symbol;Acc:HGNC:17181]	protein_coding	9999	 5.1167768	4.174e+00	 4.104e-02	0
ENSG00000162194	LBHD1	LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351]	protein_coding	9999	 3.0816048	4.172e+00	 4.110e-02	0
ENSG00000185947	ZNF267	zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]	protein_coding	-9999	 2.8784622	4.167e+00	 4.122e-02	0
ENSG00000239419	RN7SL535P	RNA, 7SL, cytoplasmic 535, pseudogene [Source:HGNC Symbol;Acc:HGNC:46551]	misc_RNA	9999	-1.8970041	4.165e+00	 4.127e-02	0
ENSG00000166086	JAM3	junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]	protein_coding	-9999	 6.5445109	4.164e+00	 4.129e-02	0
ENSG00000232434	C9orf172	chromosome 9 open reading frame 172 [Source:HGNC Symbol;Acc:HGNC:37284]	protein_coding	-9999	 2.8347313	4.160e+00	 4.138e-02	0
ENSG00000272369	RP11-446N19.1		lincRNA	-9999	-1.3226729	4.158e+00	 4.144e-02	0
ENSG00000112996	MRPS30	mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]	protein_coding	-9999	 4.6573919	4.153e+00	 4.157e-02	0
ENSG00000200480	SNORD114-28	small nucleolar RNA, C/D box 114-28 [Source:HGNC Symbol;Acc:HGNC:33016]	snoRNA	9999	-3.3511673	4.151e+00	 4.161e-02	0
ENSG00000051620	HEBP2	heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]	protein_coding	-9999	 5.5424927	4.149e+00	 4.165e-02	0
ENSG00000234127	TRIM26	tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]	protein_coding	-9999	 5.4754367	4.146e+00	 4.173e-02	0
ENSG00000133687	TMTC1	transmembrane and tetratricopeptide repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:24099]	protein_coding	-9999	 7.1788828	4.143e+00	 4.180e-02	0
ENSG00000131188	PRR7	proline rich 7 (synaptic) [Source:HGNC Symbol;Acc:HGNC:28130]	protein_coding	9999	 3.1088691	4.140e+00	 4.187e-02	0
ENSG00000200913	SNORD46	small nucleolar RNA, C/D box 46 [Source:HGNC Symbol;Acc:HGNC:10186]	snoRNA	9999	-1.1342815	4.139e+00	 4.190e-02	0
ENSG00000168781	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]	protein_coding	-9999	 2.7946971	4.137e+00	 4.195e-02	0
ENSG00000153187	HNRNPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) [Source:HGNC Symbol;Acc:HGNC:5048]	protein_coding	9999	 9.0576152	4.135e+00	 4.202e-02	0
ENSG00000160404	TOR2A	torsin family 2, member A [Source:HGNC Symbol;Acc:HGNC:11996]	protein_coding	-9999	 3.4228310	4.133e+00	 4.206e-02	0
ENSG00000101447	FAM83D	family with sequence similarity 83, member D [Source:HGNC Symbol;Acc:HGNC:16122]	protein_coding	-9999	 5.0783632	4.130e+00	 4.212e-02	0
ENSG00000197050	ZNF420	zinc finger protein 420 [Source:HGNC Symbol;Acc:HGNC:20649]	protein_coding	9999	 1.9349506	4.129e+00	 4.215e-02	0
ENSG00000128581	IFT22	intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895]	protein_coding	9999	 4.0576479	4.125e+00	 4.226e-02	0
ENSG00000272602	ZNF595	zinc finger protein 595 [Source:HGNC Symbol;Acc:HGNC:27196]	protein_coding	9999	 2.1022284	4.124e+00	 4.228e-02	0
ENSG00000100934	SEC23A	Sec23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:10701]	protein_coding	9999	 7.9580719	4.117e+00	 4.245e-02	0
ENSG00000272143	FGF14-AS2	FGF14 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:44368]	lincRNA	-9999	 0.0788787	4.110e+00	 4.264e-02	0
ENSG00000172086	KRCC1	lysine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]	protein_coding	9999	 4.5147069	4.105e+00	 4.275e-02	0
ENSG00000106153	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]	protein_coding	-9999	 7.6678715	4.103e+00	 4.282e-02	0
ENSG00000141068	KSR1	kinase suppressor of ras 1 [Source:HGNC Symbol;Acc:HGNC:6465]	protein_coding	9999	 5.0315282	4.094e+00	 4.303e-02	0
ENSG00000102543	CDADC1	cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]	protein_coding	-9999	 2.6566476	4.079e+00	 4.342e-02	0
ENSG00000263004	RP11-166P13.3		lincRNA	9999	-0.5339763	4.073e+00	 4.358e-02	0
ENSG00000122692	SMU1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:18247]	protein_coding	-9999	 5.8082634	4.071e+00	 4.363e-02	0
ENSG00000153936	HS2ST1	heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193]	protein_coding	9999	 5.6618867	4.070e+00	 4.365e-02	0
ENSG00000188846	RPL14	ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]	protein_coding	-9999	 9.1391655	4.070e+00	 4.366e-02	0
ENSG00000178440	LINC00843	long intergenic non-protein coding RNA 843 [Source:HGNC Symbol;Acc:HGNC:45009]	lincRNA	9999	 0.3600208	4.068e+00	 4.370e-02	0
ENSG00000244026	FAM86DP	family with sequence similarity 86, member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:32659]	transcribed_unprocessed_pseudogene	-9999	 3.7143419	4.066e+00	 4.376e-02	0
ENSG00000163728	TTC14	tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]	protein_coding	9999	 5.1043724	4.065e+00	 4.379e-02	0
ENSG00000136699	SMPD4	sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) [Source:HGNC Symbol;Acc:HGNC:32949]	protein_coding	-9999	 6.4210355	4.062e+00	 4.385e-02	0
ENSG00000223745	RP4-717I23.3		processed_transcript	-9999	 3.3039827	4.060e+00	 4.391e-02	0
ENSG00000184436	THAP7	THAP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23190]	protein_coding	9999	 4.0983282	4.057e+00	 4.399e-02	0
ENSG00000268129	RP11-91G21.1		lincRNA	-9999	-0.4470976	4.056e+00	 4.402e-02	0
ENSG00000185989	RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	protein_coding	9999	 6.2785852	4.050e+00	 4.417e-02	0
ENSG00000124541	RRP36	ribosomal RNA processing 36 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:21374]	protein_coding	9999	 2.0921714	4.044e+00	 4.432e-02	0
ENSG00000174529	TMEM81	transmembrane protein 81 [Source:HGNC Symbol;Acc:HGNC:32349]	protein_coding	9999	 0.4997615	4.043e+00	 4.436e-02	0
ENSG00000104983	CCDC61	coiled-coil domain containing 61 [Source:HGNC Symbol;Acc:HGNC:33629]	protein_coding	9999	 3.8736475	4.042e+00	 4.437e-02	0
ENSG00000273014	LINC00997	long intergenic non-protein coding RNA 997 [Source:HGNC Symbol;Acc:HGNC:48952]	lincRNA	9999	-0.1541142	4.041e+00	 4.440e-02	0
ENSG00000178026	LRRC75B	leucine rich repeat containing 75B [Source:HGNC Symbol;Acc:HGNC:33155]	protein_coding	9999	 2.3477279	4.041e+00	 4.440e-02	0
ENSG00000204231	RXRB	retinoid X receptor, beta [Source:HGNC Symbol;Acc:HGNC:10478]	protein_coding	-9999	 5.7532596	4.035e+00	 4.458e-02	0
ENSG00000185561	TLCD2	TLC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33522]	protein_coding	9999	 3.3156140	4.033e+00	 4.462e-02	0
ENSG00000273344	PAXIP1-AS1	PAXIP1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27328]	lincRNA	9999	 2.6704908	4.026e+00	 4.480e-02	0
ENSG00000069702	TGFBR3	transforming growth factor, beta receptor III [Source:HGNC Symbol;Acc:HGNC:11774]	protein_coding	-9999	 4.0055663	4.025e+00	 4.482e-02	0
ENSG00000100865	CINP	cyclin-dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]	protein_coding	9999	 5.0376010	4.016e+00	 4.507e-02	0
ENSG00000183337	BCOR	BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893]	protein_coding	-9999	 4.3162495	4.013e+00	 4.516e-02	0
ENSG00000136856	SLC2A8	solute carrier family 2 (facilitated glucose transporter), member 8 [Source:HGNC Symbol;Acc:HGNC:13812]	protein_coding	-9999	 2.2867146	4.003e+00	 4.543e-02	0
ENSG00000132341	RAN	RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]	protein_coding	9999	 8.4532143	4.001e+00	 4.548e-02	0
ENSG00000164073	MFSD8	major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28486]	protein_coding	9999	 3.5958765	4.000e+00	 4.549e-02	0
ENSG00000269343	ZNF587B	zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142]	protein_coding	9999	 3.7840166	3.999e+00	 4.552e-02	0
ENSG00000235217	TSPY26P	testis specific protein, Y-linked 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:16256]	transcribed_processed_pseudogene	-9999	 2.1068971	3.999e+00	 4.552e-02	0
ENSG00000167747	C19orf48	chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29667]	protein_coding	9999	 5.7969478	3.999e+00	 4.554e-02	0
ENSG00000202566	MIR421	microRNA 421 [Source:HGNC Symbol;Acc:HGNC:32793]	miRNA	-9999	-1.6857445	3.995e+00	 4.563e-02	0
ENSG00000258904	RP11-638I2.2		sense_intronic	9999	-0.6167831	3.993e+00	 4.569e-02	0
ENSG00000139433	GLTP	glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867]	protein_coding	-9999	 5.2469595	3.993e+00	 4.570e-02	0
ENSG00000118705	RPN2	ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]	protein_coding	9999	 8.4135038	3.984e+00	 4.592e-02	0
ENSG00000263064	RP11-291L22.7		processed_pseudogene	-9999	-1.4644888	3.982e+00	 4.598e-02	0
ENSG00000125734	GPR108	G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829]	protein_coding	-9999	 5.2491260	3.978e+00	 4.610e-02	0
ENSG00000148400	NOTCH1	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]	protein_coding	9999	 6.7884107	3.977e+00	 4.612e-02	0
ENSG00000087448	KLHL42	kelch-like family member 42 [Source:HGNC Symbol;Acc:HGNC:29252]	protein_coding	-9999	 5.4222656	3.976e+00	 4.615e-02	0
ENSG00000167578	RAB4B	RAB4B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9782]	protein_coding	-9999	 2.9499964	3.971e+00	 4.629e-02	0
ENSG00000216179	MIR541	microRNA 541 [Source:HGNC Symbol;Acc:HGNC:33650]	miRNA	9999	-3.3504231	3.971e+00	 4.630e-02	0
ENSG00000275662	SNORD112	small nucleolar RNA, C/D box 112 [Source:HGNC Symbol;Acc:HGNC:32777]	snoRNA	9999	-3.8196891	3.952e+00	 4.680e-02	0
ENSG00000143970	ASXL2	additional sex combs like transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805]	protein_coding	-9999	 5.9603902	3.952e+00	 4.681e-02	0
ENSG00000182796	TMEM198B	transmembrane protein 198B, pseudogene [Source:HGNC Symbol;Acc:HGNC:43629]	unitary_pseudogene	-9999	 4.6415472	3.940e+00	 4.716e-02	0
ENSG00000280128	XXbac-BPG283O16.9		TEC	-9999	 2.9839070	3.938e+00	 4.720e-02	0
ENSG00000107882	SUFU	suppressor of fused homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:16466]	protein_coding	9999	 4.9336189	3.936e+00	 4.727e-02	0
ENSG00000265660	MIR4664	microRNA 4664 [Source:HGNC Symbol;Acc:HGNC:41777]	miRNA	-9999	-0.8696988	3.935e+00	 4.729e-02	0
ENSG00000133858	ZFC3H1	zinc finger, C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]	protein_coding	-9999	 6.2432434	3.935e+00	 4.730e-02	0
ENSG00000148300	REXO4	REX4, RNA exonuclease 4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:12820]	protein_coding	-9999	 5.0007648	3.933e+00	 4.736e-02	0
ENSG00000154222	CC2D1B	coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]	protein_coding	9999	 5.8138066	3.930e+00	 4.743e-02	0
ENSG00000140854	KATNB1	katanin p80 (WD repeat containing) subunit B 1 [Source:HGNC Symbol;Acc:HGNC:6217]	protein_coding	-9999	 4.7058285	3.930e+00	 4.744e-02	0
ENSG00000175768	TOMM5	translocase of outer mitochondrial membrane 5 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:31369]	protein_coding	9999	 3.2328970	3.927e+00	 4.753e-02	0
ENSG00000100380	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) [Source:HGNC Symbol;Acc:HGNC:11343]	protein_coding	-9999	 7.3157707	3.926e+00	 4.753e-02	0
ENSG00000151292	CSNK1G3	casein kinase 1, gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]	protein_coding	9999	 4.9801942	3.926e+00	 4.755e-02	0
ENSG00000269926	RP11-442H21.2		antisense	-9999	-0.0353250	3.923e+00	 4.763e-02	0
ENSG00000146842	TMEM209	transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]	protein_coding	-9999	 3.9171063	3.919e+00	 4.774e-02	0
ENSG00000170485	NPAS2	neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]	protein_coding	9999	 4.5337057	3.913e+00	 4.792e-02	0
ENSG00000180822	PSMG4	proteasome (prosome, macropain) assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]	protein_coding	-9999	 4.1148426	3.911e+00	 4.797e-02	0
ENSG00000122557	HERPUD2	HERPUD family member 2 [Source:HGNC Symbol;Acc:HGNC:21915]	protein_coding	-9999	 4.6517500	3.910e+00	 4.799e-02	0
ENSG00000137074	APTX	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]	protein_coding	-9999	 4.5583741	3.909e+00	 4.802e-02	0
ENSG00000166595	FAM96B	family with sequence similarity 96, member B [Source:HGNC Symbol;Acc:HGNC:24261]	protein_coding	9999	 5.0352424	3.907e+00	 4.808e-02	0
ENSG00000174327	SLC16A13	solute carrier family 16, member 13 [Source:HGNC Symbol;Acc:HGNC:31037]	protein_coding	-9999	 1.7603626	3.902e+00	 4.824e-02	0
ENSG00000106392	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24337]	protein_coding	9999	 4.8563543	3.898e+00	 4.834e-02	0
ENSG00000163159	VPS72	vacuolar protein sorting 72 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:11644]	protein_coding	-9999	 4.5492727	3.898e+00	 4.836e-02	0
ENSG00000164237	CMBL	carboxymethylenebutenolidase homolog (Pseudomonas) [Source:HGNC Symbol;Acc:HGNC:25090]	protein_coding	-9999	 4.3223971	3.898e+00	 4.836e-02	0
ENSG00000111328	CDK2AP1	cyclin-dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]	protein_coding	-9999	 6.8165458	3.893e+00	 4.847e-02	0
ENSG00000122870	BICC1	BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]	protein_coding	-9999	 4.5600996	3.892e+00	 4.852e-02	0
ENSG00000163794	UCN	urocortin [Source:HGNC Symbol;Acc:HGNC:12516]	protein_coding	-9999	-0.6475609	3.889e+00	 4.859e-02	0
ENSG00000156983	BRPF1	bromodomain and PHD finger containing, 1 [Source:HGNC Symbol;Acc:HGNC:14255]	protein_coding	9999	 4.7473279	3.885e+00	 4.871e-02	0
ENSG00000133639	BTG1	B-cell translocation gene 1, anti-proliferative [Source:HGNC Symbol;Acc:HGNC:1130]	protein_coding	-9999	 6.1015661	3.880e+00	 4.887e-02	0
ENSG00000175756	AURKAIP1	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]	protein_coding	-9999	 6.6642673	3.877e+00	 4.896e-02	0
ENSG00000243176	RP11-550I24.2		processed_transcript	9999	-1.1859537	3.876e+00	 4.900e-02	0
ENSG00000224531	SMIM13	small integral membrane protein 13 [Source:HGNC Symbol;Acc:HGNC:27356]	protein_coding	-9999	 4.1741810	3.870e+00	 4.915e-02	0
ENSG00000151923	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1 [Source:HGNC Symbol;Acc:HGNC:11804]	protein_coding	9999	 6.2438670	3.866e+00	 4.929e-02	0
ENSG00000198874	TYW1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25598]	protein_coding	-9999	 3.8091950	3.863e+00	 4.938e-02	0
ENSG00000162971	TYW5	tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:HGNC:26754]	protein_coding	9999	 3.0702968	3.860e+00	 4.945e-02	0
ENSG00000108774	RAB5C	RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]	protein_coding	9999	 5.6931869	3.860e+00	 4.946e-02	0
ENSG00000167397	VKORC1	vitamin K epoxide reductase complex, subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]	protein_coding	9999	 4.3718342	3.859e+00	 4.947e-02	0
ENSG00000229325	ACAP2-IT1	ACAP2 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:41426]	sense_intronic	9999	-0.5255738	3.858e+00	 4.950e-02	0
ENSG00000185834	RPL12P4	ribosomal protein L12 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16587]	processed_pseudogene	9999	-0.3466410	3.856e+00	 4.956e-02	0
ENSG00000159346	ADIPOR1	adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040]	protein_coding	9999	 6.0466446	3.850e+00	 4.974e-02	0
ENSG00000261556	SMG1P7	SMG1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:49864]	transcribed_unprocessed_pseudogene	9999	 2.0153885	3.849e+00	 4.976e-02	0
ENSG00000155097	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]	protein_coding	-9999	 5.3263209	3.845e+00	 4.991e-02	0
ENSG00000212916	MAP10	microtubule-associated protein 10 [Source:HGNC Symbol;Acc:HGNC:29265]	protein_coding	-9999	 1.6937355	3.843e+00	 4.996e-02	0
ENSG00000225630	MTND2P28	MT-ND2 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42129]	unprocessed_pseudogene	9999	 4.8678922	3.842e+00	 4.998e-02	0
ENSG00000126709	IFI6	interferon, alpha-inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	protein_coding	-9999	 3.5758959	3.834e+00	 5.022e-02	0
ENSG00000273284	RP11-888D10.4		sense_intronic	9999	-1.2833619	3.832e+00	 5.029e-02	0
ENSG00000275180	RP11-631N16.4		lincRNA	-9999	 1.8290474	3.830e+00	 5.033e-02	0
ENSG00000136807	CDK9	cyclin-dependent kinase 9 [Source:HGNC Symbol;Acc:HGNC:1780]	protein_coding	9999	 6.0031133	3.828e+00	 5.040e-02	0
