gene_id	gene_name	description	biotype	9999	logCPM	LR	PValue	0
ENSG00000212293	SNORA16	Small nucleolar RNA SNORA16B/SNORA16A family [Source:RFAM;Acc:RF00190]	snoRNA	-9999	-1.925053	4.340e+00	 3.723e-02	0
ENSG00000224945	RP11-82L18.2		sense_intronic	9999	 0.153699	4.338e+00	 3.726e-02	0
ENSG00000162702	ZNF281	zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075]	protein_coding	-9999	 4.977796	4.338e+00	 3.727e-02	0
ENSG00000249592	RP11-440L14.1		antisense	-9999	 2.739090	4.337e+00	 3.729e-02	0
ENSG00000157617	C2CD2	C2 calcium-dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]	protein_coding	9999	 5.545069	4.337e+00	 3.730e-02	0
ENSG00000276291	RP11-87H9.2		transcribed_unprocessed_pseudogene	9999	 3.559324	4.335e+00	 3.734e-02	0
ENSG00000257027	RP11-705C15.3		sense_intronic	-9999	 1.861819	4.334e+00	 3.735e-02	0
ENSG00000207574	MIR661	microRNA 661 [Source:HGNC Symbol;Acc:HGNC:32917]	miRNA	-9999	-2.052894	4.330e+00	 3.744e-02	0
ENSG00000160799	CCDC12	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	protein_coding	-9999	 4.719132	4.330e+00	 3.745e-02	0
ENSG00000166479	TMX3	thioredoxin-related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718]	protein_coding	-9999	 6.340936	4.326e+00	 3.754e-02	0
ENSG00000148110	HIATL1	hippocampus abundant transcript-like 1 [Source:HGNC Symbol;Acc:HGNC:23376]	protein_coding	9999	 6.392364	4.325e+00	 3.756e-02	0
ENSG00000125945	ZNF436	zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]	protein_coding	-9999	 4.681634	4.323e+00	 3.761e-02	0
ENSG00000260404	RP11-384K6.6		lincRNA	-9999	 3.120220	4.321e+00	 3.765e-02	0
ENSG00000164023	SGMS2	sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]	protein_coding	-9999	 4.903552	4.320e+00	 3.766e-02	0
ENSG00000228989	AC133528.2		antisense	-9999	 2.094237	4.320e+00	 3.767e-02	0
ENSG00000196363	WDR5	WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]	protein_coding	9999	 5.864160	4.319e+00	 3.769e-02	0
ENSG00000147526	TACC1	transforming, acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]	protein_coding	9999	 8.048378	4.312e+00	 3.784e-02	0
ENSG00000160014	CALM3	calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:HGNC:1449]	protein_coding	9999	 7.503948	4.305e+00	 3.799e-02	0
ENSG00000254639	CTD-2589M5.5		lincRNA	-9999	-2.072804	4.303e+00	 3.804e-02	0
ENSG00000124275	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:HGNC:7473]	protein_coding	9999	 5.241572	4.294e+00	 3.826e-02	0
ENSG00000269981	RP11-34P13.16		processed_pseudogene	-9999	-1.607797	4.282e+00	 3.852e-02	0
ENSG00000119661	DNAL1	dynein, axonemal, light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247]	protein_coding	-9999	 3.851828	4.278e+00	 3.860e-02	0
ENSG00000254122	PCDHGB7	protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]	protein_coding	9999	 5.030168	4.273e+00	 3.873e-02	0
ENSG00000102858	MGRN1	mahogunin ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20254]	protein_coding	-9999	 6.296000	4.272e+00	 3.875e-02	0
ENSG00000205629	LCMT1	leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557]	protein_coding	-9999	 3.871731	4.271e+00	 3.876e-02	0
ENSG00000079482	OPHN1	oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]	protein_coding	-9999	 3.442167	4.271e+00	 3.877e-02	0
ENSG00000008441	NFIX	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:HGNC:7788]	protein_coding	9999	 7.802514	4.271e+00	 3.878e-02	0
ENSG00000088451	TGDS	TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]	protein_coding	-9999	 2.813209	4.266e+00	 3.888e-02	0
ENSG00000070831	CDC42	cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]	protein_coding	-9999	 7.528983	4.262e+00	 3.897e-02	0
ENSG00000188895	MSL1	male-specific lethal 1 homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:27905]	protein_coding	9999	 6.822481	4.259e+00	 3.904e-02	0
ENSG00000175764	TTLL11	tubulin tyrosine ligase-like family, member 11 [Source:HGNC Symbol;Acc:HGNC:18113]	protein_coding	-9999	 2.439333	4.257e+00	 3.910e-02	0
ENSG00000081377	CDC14B	cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]	protein_coding	-9999	 5.069593	4.253e+00	 3.918e-02	0
ENSG00000137876	RSL24D1	ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]	protein_coding	-9999	 6.081359	4.253e+00	 3.918e-02	0
ENSG00000185475	TMEM179B	transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]	protein_coding	9999	 5.088738	4.252e+00	 3.920e-02	0
ENSG00000152749	GPR180	G protein-coupled receptor 180 [Source:HGNC Symbol;Acc:HGNC:28899]	protein_coding	-9999	 4.237640	4.250e+00	 3.926e-02	0
ENSG00000186141	POLR3C	polymerase (RNA) III (DNA directed) polypeptide C (62kD) [Source:HGNC Symbol;Acc:HGNC:30076]	protein_coding	-9999	 4.486409	4.245e+00	 3.937e-02	0
ENSG00000155096	AZIN1	antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]	protein_coding	-9999	 6.510016	4.242e+00	 3.944e-02	0
ENSG00000105185	PDCD5	programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]	protein_coding	-9999	 5.355685	4.227e+00	 3.978e-02	0
ENSG00000115211	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa [Source:HGNC Symbol;Acc:HGNC:3260]	protein_coding	9999	 5.250653	4.224e+00	 3.986e-02	0
ENSG00000213846	AC098614.2		processed_pseudogene	-9999	 0.825454	4.217e+00	 4.002e-02	0
ENSG00000103351	CLUAP1	clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]	protein_coding	9999	 4.248815	4.216e+00	 4.005e-02	0
ENSG00000122644	ARL4A	ADP-ribosylation factor-like 4A [Source:HGNC Symbol;Acc:HGNC:695]	protein_coding	9999	 3.878088	4.216e+00	 4.005e-02	0
ENSG00000256229	ZNF486	zinc finger protein 486 [Source:HGNC Symbol;Acc:HGNC:20807]	protein_coding	9999	 2.723916	4.210e+00	 4.019e-02	0
ENSG00000232472	EEF1B2P3	eukaryotic translation elongation factor 1 beta 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3210]	processed_pseudogene	-9999	-1.196362	4.207e+00	 4.026e-02	0
ENSG00000269926	RP11-442H21.2		antisense	9999	-0.202758	4.205e+00	 4.031e-02	0
ENSG00000110047	EHD1	EH-domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]	protein_coding	-9999	 6.158055	4.193e+00	 4.059e-02	0
ENSG00000198855	FICD	FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]	protein_coding	-9999	 3.049804	4.191e+00	 4.063e-02	0
ENSG00000277548	RP11-139H15.6		sense_intronic	-9999	-2.466658	4.185e+00	 4.079e-02	0
ENSG00000147789	ZNF7	zinc finger protein 7 [Source:HGNC Symbol;Acc:HGNC:13139]	protein_coding	-9999	 4.268903	4.184e+00	 4.080e-02	0
ENSG00000197622	CDC42SE1	CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]	protein_coding	9999	 6.800538	4.179e+00	 4.093e-02	0
ENSG00000141504	SAT2	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]	protein_coding	9999	 5.941398	4.179e+00	 4.093e-02	0
ENSG00000147533	GOLGA7	golgin A7 [Source:HGNC Symbol;Acc:HGNC:24876]	protein_coding	9999	 5.267957	4.172e+00	 4.109e-02	0
ENSG00000115966	ATF2	activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784]	protein_coding	-9999	 5.383704	4.170e+00	 4.114e-02	0
ENSG00000196358	NTNG2	netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]	protein_coding	-9999	 2.313687	4.170e+00	 4.114e-02	0
ENSG00000104518	GSDMD	gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697]	protein_coding	-9999	 5.475565	4.167e+00	 4.121e-02	0
ENSG00000197024	ZNF398	zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]	protein_coding	-9999	 3.974383	4.165e+00	 4.126e-02	0
ENSG00000277346	AL662797.1		miRNA	9999	-3.633026	4.163e+00	 4.130e-02	0
ENSG00000136143	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit [Source:HGNC Symbol;Acc:HGNC:11448]	protein_coding	-9999	 4.762875	4.160e+00	 4.139e-02	0
ENSG00000207445	SNORD15B	small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]	snoRNA	-9999	-2.520870	4.159e+00	 4.142e-02	0
ENSG00000089009	RPL6	ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]	protein_coding	-9999	 9.278075	4.158e+00	 4.144e-02	0
ENSG00000063660	GPC1	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]	protein_coding	9999	 7.896500	4.152e+00	 4.159e-02	0
ENSG00000123473	STIL	SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:HGNC:10879]	protein_coding	9999	 1.930047	4.151e+00	 4.160e-02	0
ENSG00000197601	FAR1	fatty acyl CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]	protein_coding	9999	 6.458388	4.149e+00	 4.165e-02	0
ENSG00000260038	RP11-407G23.4		sense_intronic	9999	-1.458977	4.148e+00	 4.168e-02	0
ENSG00000225791	TRAM2-AS1	TRAM2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48663]	lincRNA	-9999	 2.360228	4.142e+00	 4.183e-02	0
ENSG00000236397	DDX11L2	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 2 [Source:HGNC Symbol;Acc:HGNC:37103]	unprocessed_pseudogene	9999	 0.215794	4.142e+00	 4.184e-02	0
ENSG00000167986	DDB1	damage-specific DNA binding protein 1, 127kDa [Source:HGNC Symbol;Acc:HGNC:2717]	protein_coding	9999	 8.098568	4.141e+00	 4.186e-02	0
ENSG00000174227	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G [Source:HGNC Symbol;Acc:HGNC:25985]	protein_coding	9999	 6.364997	4.139e+00	 4.191e-02	0
ENSG00000278820	AC024937.1		miRNA	9999	-1.152413	4.133e+00	 4.205e-02	0
ENSG00000213753	CENPBD1P1	CENPBD1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28421]	transcribed_processed_pseudogene	-9999	 4.996817	4.132e+00	 4.208e-02	0
ENSG00000221944	TIGD1	tigger transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:14523]	protein_coding	-9999	 1.844791	4.132e+00	 4.208e-02	0
ENSG00000165416	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:16987]	protein_coding	9999	 5.432338	4.128e+00	 4.218e-02	0
ENSG00000110851	PRDM4	PR domain containing 4 [Source:HGNC Symbol;Acc:HGNC:9348]	protein_coding	-9999	 4.937806	4.124e+00	 4.227e-02	0
ENSG00000013810	TACC3	transforming, acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	protein_coding	9999	 3.982570	4.124e+00	 4.229e-02	0
ENSG00000169696	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:13825]	protein_coding	-9999	 4.815571	4.123e+00	 4.232e-02	0
ENSG00000170089	RP11-423H2.1		transcribed_unprocessed_pseudogene	9999	 2.196552	4.118e+00	 4.242e-02	0
ENSG00000106263	EIF3B	eukaryotic translation initiation factor 3, subunit B [Source:HGNC Symbol;Acc:HGNC:3280]	protein_coding	9999	 7.619683	4.117e+00	 4.246e-02	0
ENSG00000198695	MT-ND6	mitochondrially encoded NADH dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:7462]	protein_coding	9999	 0.083450	4.111e+00	 4.261e-02	0
ENSG00000165156	ZHX1	zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]	protein_coding	-9999	 5.622262	4.111e+00	 4.261e-02	0
ENSG00000127824	TUBA4A	tubulin, alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]	protein_coding	-9999	 0.938419	4.106e+00	 4.272e-02	0
ENSG00000110719	TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 [Source:HGNC Symbol;Acc:HGNC:11647]	protein_coding	-9999	 6.614830	4.106e+00	 4.273e-02	0
ENSG00000051382	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]	protein_coding	9999	 3.989567	4.103e+00	 4.280e-02	0
ENSG00000106400	ZNHIT1	zinc finger, HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]	protein_coding	-9999	 6.200842	4.100e+00	 4.287e-02	0
ENSG00000157895	C12orf43	chromosome 12 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25719]	protein_coding	-9999	 3.646848	4.099e+00	 4.291e-02	0
ENSG00000151304	SRFBP1	serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]	protein_coding	-9999	 3.272612	4.098e+00	 4.294e-02	0
ENSG00000111247	RAD51AP1	RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]	protein_coding	9999	 0.747469	4.097e+00	 4.296e-02	0
ENSG00000072042	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:HGNC:17964]	protein_coding	9999	 6.235139	4.089e+00	 4.317e-02	0
ENSG00000113441	LNPEP	leucyl/cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656]	protein_coding	9999	 6.130964	4.084e+00	 4.329e-02	0
ENSG00000279059	RP11-257O5.2		TEC	9999	 2.215680	4.080e+00	 4.341e-02	0
ENSG00000211456	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast) [Source:HGNC Symbol;Acc:HGNC:17059]	protein_coding	9999	 5.365898	4.078e+00	 4.344e-02	0
ENSG00000176731	C8orf59	chromosome 8 open reading frame 59 [Source:HGNC Symbol;Acc:HGNC:32235]	protein_coding	-9999	 4.542152	4.075e+00	 4.352e-02	0
ENSG00000161847	RAVER1	ribonucleoprotein, PTB-binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]	protein_coding	9999	 4.863045	4.074e+00	 4.354e-02	0
ENSG00000263597	MIR3936	microRNA 3936 [Source:HGNC Symbol;Acc:HGNC:38947]	miRNA	-9999	-2.742405	4.074e+00	 4.356e-02	0
ENSG00000146540	C7orf50	chromosome 7 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:22421]	protein_coding	9999	 5.935465	4.073e+00	 4.357e-02	0
ENSG00000134330	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:27696]	protein_coding	9999	 5.015385	4.073e+00	 4.358e-02	0
ENSG00000106605	BLVRA	biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]	protein_coding	9999	 5.068149	4.071e+00	 4.361e-02	0
ENSG00000201217	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA	-9999	-0.441776	4.071e+00	 4.362e-02	0
ENSG00000106524	ANKMY2	ankyrin repeat and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25370]	protein_coding	9999	 3.720175	4.071e+00	 4.362e-02	0
ENSG00000230148	HOXB-AS1	HOXB cluster antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43744]	antisense	-9999	 2.530669	4.070e+00	 4.366e-02	0
ENSG00000116752	BCAS2	breast carcinoma amplified sequence 2 [Source:HGNC Symbol;Acc:HGNC:975]	protein_coding	-9999	 4.129309	4.069e+00	 4.368e-02	0
ENSG00000105618	PRPF31	pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:HGNC:15446]	protein_coding	9999	 5.895351	4.068e+00	 4.370e-02	0
ENSG00000272556	RP11-638I8.1		lincRNA	-9999	-0.194513	4.068e+00	 4.371e-02	0
ENSG00000168758	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:HGNC Symbol;Acc:HGNC:10731]	protein_coding	9999	 5.938627	4.068e+00	 4.371e-02	0
ENSG00000173418	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:HGNC:15908]	protein_coding	-9999	 4.997640	4.067e+00	 4.372e-02	0
ENSG00000204070	SYS1	Sys1 golgi trafficking protein [Source:HGNC Symbol;Acc:HGNC:16162]	protein_coding	9999	 4.379222	4.066e+00	 4.375e-02	0
ENSG00000170881	RNF139	ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]	protein_coding	9999	 4.815244	4.063e+00	 4.383e-02	0
ENSG00000164219	PGGT1B	protein geranylgeranyltransferase type I, beta subunit [Source:HGNC Symbol;Acc:HGNC:8895]	protein_coding	-9999	 4.659755	4.062e+00	 4.385e-02	0
ENSG00000197548	ATG7	autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]	protein_coding	-9999	 5.018927	4.062e+00	 4.385e-02	0
ENSG00000141367	CLTC	clathrin, heavy chain (Hc) [Source:HGNC Symbol;Acc:HGNC:2092]	protein_coding	9999	 9.013048	4.061e+00	 4.388e-02	0
ENSG00000207370	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	misc_RNA	9999	-2.221047	4.060e+00	 4.392e-02	0
ENSG00000143751	SDE2	SDE2 telomere maintenance homolog (S. pombe) [Source:HGNC Symbol;Acc:HGNC:26643]	protein_coding	9999	 4.687450	4.058e+00	 4.396e-02	0
ENSG00000238286	SLC35E1P1	solute carrier family 35, member E1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42046]	processed_pseudogene	9999	-0.038004	4.055e+00	 4.404e-02	0
ENSG00000104218	CSPP1	centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]	protein_coding	9999	 4.335965	4.053e+00	 4.409e-02	0
ENSG00000107959	PITRM1	pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]	protein_coding	9999	 6.289080	4.048e+00	 4.422e-02	0
ENSG00000071189	SNX13	sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]	protein_coding	-9999	 5.216318	4.047e+00	 4.425e-02	0
ENSG00000163125	RPRD2	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]	protein_coding	9999	 5.437381	4.046e+00	 4.427e-02	0
ENSG00000170265	ZNF282	zinc finger protein 282 [Source:HGNC Symbol;Acc:HGNC:13076]	protein_coding	9999	 5.265302	4.042e+00	 4.439e-02	0
ENSG00000142655	PEX14	peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]	protein_coding	-9999	 3.644170	4.041e+00	 4.440e-02	0
ENSG00000144597	EAF1	ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]	protein_coding	-9999	 4.452977	4.037e+00	 4.452e-02	0
ENSG00000014641	MDH1	malate dehydrogenase 1, NAD (soluble) [Source:HGNC Symbol;Acc:HGNC:6970]	protein_coding	9999	 6.190197	4.035e+00	 4.455e-02	0
ENSG00000122877	EGR2	early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]	protein_coding	-9999	-0.784564	4.034e+00	 4.459e-02	0
ENSG00000112339	HBS1L	HBS1-like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]	protein_coding	9999	 5.633695	4.033e+00	 4.461e-02	0
ENSG00000150991	UBC	ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]	protein_coding	-9999	 9.083747	4.028e+00	 4.476e-02	0
ENSG00000169612	FAM103A1	family with sequence similarity 103, member A1 [Source:HGNC Symbol;Acc:HGNC:31022]	protein_coding	-9999	 3.084379	4.027e+00	 4.478e-02	0
ENSG00000182318	ZSCAN22	zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:HGNC:4929]	protein_coding	9999	 2.383977	4.024e+00	 4.485e-02	0
ENSG00000267682	CTD-3220F14.2		sense_intronic	9999	 0.079535	4.023e+00	 4.488e-02	0
