gene_id	gene_name	description	biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000160013	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP) [Source:HGNC Symbol;Acc:HGNC:9602]	protein_coding	-2.635e+00	 5.5840610	1.705e+03	 0.000e+00	 0.000e+00
ENSG00000162458	FBLIM1	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]	protein_coding	-2.598e+00	 6.3441947	2.061e+03	 0.000e+00	 0.000e+00
ENSG00000136205	TNS3	tensin 3 [Source:HGNC Symbol;Acc:HGNC:21616]	protein_coding	-2.573e+00	 6.4232035	2.614e+03	 0.000e+00	 0.000e+00
ENSG00000253368	TRNP1	TMF1-regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	protein_coding	 2.517e+00	 7.9739102	1.537e+03	 0.000e+00	 0.000e+00
ENSG00000205978	NYNRIN	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]	protein_coding	-2.515e+00	 5.0925390	1.518e+03	 0.000e+00	 0.000e+00
ENSG00000149090	PAMR1	peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]	protein_coding	-2.498e+00	 6.0208749	1.536e+03	 0.000e+00	 0.000e+00
ENSG00000117594	HSD11B1	hydroxysteroid (11-beta) dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208]	protein_coding	-2.494e+00	 5.7968848	1.490e+03	 0.000e+00	 0.000e+00
ENSG00000128567	PODXL	podocalyxin-like [Source:HGNC Symbol;Acc:HGNC:9171]	protein_coding	 2.398e+00	 5.0467460	1.493e+03	 0.000e+00	 0.000e+00
ENSG00000261371	PECAM1	platelet/endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	protein_coding	-2.340e+00	 5.4827840	1.750e+03	 0.000e+00	 0.000e+00
ENSG00000187193	MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]	protein_coding	 2.286e+00	 5.9438989	1.827e+03	 0.000e+00	 0.000e+00
ENSG00000244509	APOBEC3C	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C [Source:HGNC Symbol;Acc:HGNC:17353]	protein_coding	-2.232e+00	 6.2035956	1.695e+03	 0.000e+00	 0.000e+00
ENSG00000173846	PLK3	polo-like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]	protein_coding	 2.228e+00	 5.9560022	1.871e+03	 0.000e+00	 0.000e+00
ENSG00000125148	MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	protein_coding	 2.131e+00	11.3576275	2.030e+03	 0.000e+00	 0.000e+00
ENSG00000167470	MIDN	midnolin [Source:HGNC Symbol;Acc:HGNC:16298]	protein_coding	 2.071e+00	 7.8594473	1.701e+03	 0.000e+00	 0.000e+00
ENSG00000102265	TIMP1	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]	protein_coding	 2.017e+00	12.6526925	3.997e+03	 0.000e+00	 0.000e+00
ENSG00000127920	GNG11	guanine nucleotide binding protein (G protein), gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403]	protein_coding	-1.887e+00	 7.5090675	1.571e+03	 0.000e+00	 0.000e+00
ENSG00000124145	SDC4	syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]	protein_coding	 1.876e+00	 8.1403497	1.831e+03	 0.000e+00	 0.000e+00
ENSG00000182718	ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	protein_coding	 1.799e+00	11.8787796	2.700e+03	 0.000e+00	 0.000e+00
ENSG00000117450	PRDX1	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]	protein_coding	 1.568e+00	 9.4607020	1.490e+03	 0.000e+00	 0.000e+00
ENSG00000134668	SPOCD1	SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]	protein_coding	-3.639e+00	 3.9788044	1.464e+03	3.293e-320	6.325e-318
ENSG00000102385	DRP2	dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032]	protein_coding	-3.586e+00	 3.6619775	1.448e+03	1.000e-316	1.893e-314
ENSG00000178031	ADAMTSL1	ADAMTS-like 1 [Source:HGNC Symbol;Acc:HGNC:14632]	protein_coding	-2.257e+00	 5.0393727	1.447e+03	1.203e-316	2.244e-314
ENSG00000154258	ABCA9	ATP-binding cassette, sub-family A (ABC1), member 9 [Source:HGNC Symbol;Acc:HGNC:39]	protein_coding	-5.967e+00	 4.2849698	1.446e+03	2.047e-316	3.765e-314
ENSG00000138080	EMILIN1	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	protein_coding	-2.141e+00	 8.9888021	1.439e+03	8.420e-315	1.527e-312
ENSG00000110888	CAPRIN2	caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]	protein_coding	 1.983e+00	 7.0311276	1.428e+03	2.082e-312	3.724e-310
ENSG00000004799	PDK4	pyruvate dehydrogenase kinase, isozyme 4 [Source:HGNC Symbol;Acc:HGNC:8812]	protein_coding	-2.404e+00	 5.6758899	1.427e+03	2.583e-312	4.558e-310
ENSG00000112297	AIM1	absent in melanoma 1 [Source:HGNC Symbol;Acc:HGNC:356]	protein_coding	-2.907e+00	 4.3043149	1.418e+03	3.113e-310	5.420e-308
ENSG00000237807	RP11-400K9.4		lincRNA	-5.148e+00	 2.9117093	1.416e+03	5.521e-310	9.488e-308
ENSG00000109321	AREG	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	protein_coding	-2.947e+00	 5.0108345	1.398e+03	7.176e-306	1.217e-303
ENSG00000099998	GGT5	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]	protein_coding	-2.170e+00	 6.0926166	1.383e+03	1.265e-302	2.118e-300
ENSG00000147065	MSN	moesin [Source:HGNC Symbol;Acc:HGNC:7373]	protein_coding	 1.469e+00	10.3842965	1.379e+03	7.325e-302	1.211e-299
ENSG00000163565	IFI16	interferon, gamma-inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	protein_coding	-1.864e+00	 6.8014618	1.378e+03	1.505e-301	2.456e-299
ENSG00000172292	CERS6	ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826]	protein_coding	 1.967e+00	 6.4403515	1.376e+03	2.763e-301	4.455e-299
ENSG00000221963	APOL6	apolipoprotein L, 6 [Source:HGNC Symbol;Acc:HGNC:14870]	protein_coding	-2.355e+00	 5.0057198	1.371e+03	3.477e-300	5.537e-298
ENSG00000026508	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	protein_coding	 1.591e+00	 9.3361492	1.370e+03	8.905e-300	1.401e-297
ENSG00000008283	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	protein_coding	-2.939e+00	 4.2217520	1.368e+03	2.393e-299	3.721e-297
ENSG00000115594	IL1R1	interleukin 1 receptor, type I [Source:HGNC Symbol;Acc:HGNC:5993]	protein_coding	-1.950e+00	 8.4341223	1.359e+03	1.588e-297	2.441e-295
ENSG00000113721	PDGFRB	platelet-derived growth factor receptor, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:8804]	protein_coding	-2.614e+00	 7.5496936	1.357e+03	3.978e-297	6.041e-295
ENSG00000182179	UBA7	ubiquitin-like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471]	protein_coding	-2.628e+00	 5.0044803	1.347e+03	8.284e-295	1.244e-292
ENSG00000157657	ZNF618	zinc finger protein 618 [Source:HGNC Symbol;Acc:HGNC:29416]	protein_coding	-2.058e+00	 5.1484420	1.347e+03	8.584e-295	1.274e-292
ENSG00000138623	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]	protein_coding	 2.190e+00	 5.9065108	1.345e+03	2.288e-294	3.357e-292
ENSG00000128606	LRRC17	leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895]	protein_coding	-2.484e+00	 4.8993547	1.339e+03	3.054e-293	4.432e-291
ENSG00000131634	TMEM204	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]	protein_coding	-2.153e+00	 5.4029990	1.336e+03	1.890e-292	2.713e-290
ENSG00000172935	MRGPRF	MAS-related GPR, member F [Source:HGNC Symbol;Acc:HGNC:24828]	protein_coding	-3.773e+00	 3.6319374	1.321e+03	2.681e-289	3.806e-287
ENSG00000167680	SEMA6B	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B [Source:HGNC Symbol;Acc:HGNC:10739]	protein_coding	-3.305e+00	 4.3132706	1.320e+03	4.505e-289	6.326e-287
ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]	protein_coding	-7.235e+00	 3.7334255	1.317e+03	2.477e-288	3.441e-286
ENSG00000100234	TIMP3	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]	protein_coding	 2.460e+00	 7.7368315	1.314e+03	1.186e-287	1.630e-285
ENSG00000067798	NAV3	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]	protein_coding	-2.539e+00	 4.6464154	1.297e+03	5.158e-284	7.018e-282
ENSG00000121281	ADCY7	adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]	protein_coding	-2.185e+00	 5.1121852	1.296e+03	6.529e-284	8.791e-282
ENSG00000197019	SERTAD1	SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]	protein_coding	 1.894e+00	 5.6477656	1.294e+03	2.417e-283	3.221e-281
ENSG00000263528	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon [Source:HGNC Symbol;Acc:HGNC:14552]	protein_coding	-2.629e+00	 4.1865353	1.290e+03	1.438e-282	1.896e-280
ENSG00000143878	RHOB	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	protein_coding	 1.582e+00	 8.0986312	1.286e+03	1.221e-281	1.595e-279
ENSG00000165507	C10orf10	chromosome 10 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:23355]	protein_coding	-4.702e+00	 4.3493822	1.278e+03	7.666e-280	9.913e-278
ENSG00000162595	DIRAS3	DIRAS family, GTP-binding RAS-like 3 [Source:HGNC Symbol;Acc:HGNC:687]	protein_coding	-2.814e+00	 4.8741201	1.275e+03	3.555e-279	4.552e-277
ENSG00000271605	MILR1	mast cell immunoglobulin-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:27570]	protein_coding	-3.539e+00	 3.4313791	1.259e+03	8.678e-276	1.100e-273
ENSG00000119403	PHF19	PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]	protein_coding	-2.210e+00	 5.7121010	1.256e+03	4.883e-275	6.131e-273
ENSG00000185000	DGAT1	diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]	protein_coding	 1.827e+00	 5.7932143	1.254e+03	1.382e-274	1.719e-272
ENSG00000143772	ITPKB	inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]	protein_coding	-3.165e+00	 3.7453023	1.252e+03	2.582e-274	3.182e-272
ENSG00000115758	ODC1	ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]	protein_coding	 1.837e+00	 7.8876116	1.252e+03	3.113e-274	3.800e-272
ENSG00000136068	FLNB	filamin B, beta [Source:HGNC Symbol;Acc:HGNC:3755]	protein_coding	 1.602e+00	 9.7282285	1.246e+03	6.027e-273	7.288e-271
ENSG00000130066	SAT1	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	protein_coding	 2.674e+00	 8.1275154	1.245e+03	9.290e-273	1.113e-270
ENSG00000196155	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4 [Source:HGNC Symbol;Acc:HGNC:24501]	protein_coding	-3.947e+00	 3.0302988	1.244e+03	1.554e-272	1.845e-270
ENSG00000233695	GAS6-AS1	GAS6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39826]	antisense	-4.927e+00	 2.7789025	1.235e+03	1.348e-270	1.586e-268
ENSG00000136160	EDNRB	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]	protein_coding	-3.387e+00	 4.7192693	1.235e+03	1.649e-270	1.923e-268
ENSG00000166292	TMEM100	transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]	protein_coding	-2.999e+00	 4.9903513	1.235e+03	1.925e-270	2.225e-268
ENSG00000166250	CLMP	CXADR-like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]	protein_coding	-1.996e+00	 5.2024383	1.234e+03	2.353e-270	2.696e-268
ENSG00000181444	ZNF467	zinc finger protein 467 [Source:HGNC Symbol;Acc:HGNC:23154]	protein_coding	-4.427e+00	 3.0765028	1.232e+03	7.982e-270	9.065e-268
ENSG00000143367	TUFT1	tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]	protein_coding	 2.711e+00	 3.7608404	1.226e+03	1.680e-268	1.891e-266
ENSG00000132530	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]	protein_coding	-4.359e+00	 3.3234778	1.207e+03	2.153e-264	2.403e-262
ENSG00000168542	COL3A1	collagen, type III, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2201]	protein_coding	-1.396e+00	13.7202323	1.203e+03	1.301e-263	1.439e-261
ENSG00000067560	RHOA	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	protein_coding	 1.271e+00	10.0359622	1.203e+03	1.469e-263	1.612e-261
ENSG00000144485	HES6	hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]	protein_coding	 3.213e+00	 3.3341694	1.199e+03	8.733e-263	9.504e-261
ENSG00000139567	ACVRL1	activin A receptor type II-like 1 [Source:HGNC Symbol;Acc:HGNC:175]	protein_coding	-2.525e+00	 5.9483155	1.197e+03	3.087e-262	3.332e-260
ENSG00000204264	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 [Source:HGNC Symbol;Acc:HGNC:9545]	protein_coding	-2.217e+00	 4.5078166	1.196e+03	3.828e-262	4.098e-260
ENSG00000049323	LTBP1	latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]	protein_coding	-1.400e+00	 9.6553886	1.195e+03	8.972e-262	9.526e-260
ENSG00000107562	CXCL12	chemokine (C-X-C motif) ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]	protein_coding	-3.560e+00	 5.8194443	1.191e+03	4.488e-261	4.727e-259
ENSG00000162614	NEXN	nexilin (F actin binding protein) [Source:HGNC Symbol;Acc:HGNC:29557]	protein_coding	-2.785e+00	 5.0166868	1.188e+03	2.197e-260	2.295e-258
ENSG00000109511	ANXA10	annexin A10 [Source:HGNC Symbol;Acc:HGNC:534]	protein_coding	-4.322e+00	 3.1098655	1.184e+03	1.802e-259	1.868e-257
ENSG00000145506	NKD2	naked cuticle homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17046]	protein_coding	-3.923e+00	 3.4491715	1.183e+03	3.376e-259	3.471e-257
ENSG00000137752	CASP1	caspase 1, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1499]	protein_coding	-3.478e+00	 3.4895368	1.165e+03	2.620e-255	2.673e-253
ENSG00000161544	CYGB	cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]	protein_coding	-2.090e+00	 6.0986949	1.154e+03	7.206e-253	7.295e-251
ENSG00000197381	ADARB1	adenosine deaminase, RNA-specific, B1 [Source:HGNC Symbol;Acc:HGNC:226]	protein_coding	 2.076e+00	 6.0204242	1.153e+03	9.955e-253	1.000e-250
ENSG00000105329	TGFB1	transforming growth factor, beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	protein_coding	 1.673e+00	 8.3308648	1.145e+03	4.887e-251	4.872e-249
ENSG00000175130	MARCKSL1	MARCKS-like 1 [Source:HGNC Symbol;Acc:HGNC:7142]	protein_coding	 1.560e+00	 6.8187221	1.145e+03	5.959e-251	5.895e-249
ENSG00000170961	HAS2	hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]	protein_coding	-2.971e+00	 4.4992465	1.135e+03	9.841e-249	9.663e-247
ENSG00000134802	SLC43A3	solute carrier family 43, member 3 [Source:HGNC Symbol;Acc:HGNC:17466]	protein_coding	-3.015e+00	 3.9454449	1.133e+03	2.626e-248	2.560e-246
ENSG00000204767	FAM196B	family with sequence similarity 196, member B [Source:HGNC Symbol;Acc:HGNC:37271]	protein_coding	-4.166e+00	 3.1527521	1.133e+03	2.696e-248	2.608e-246
ENSG00000159899	NPR2	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	protein_coding	-2.050e+00	 4.8859801	1.132e+03	3.037e-248	2.916e-246
ENSG00000196878	LAMB3	laminin, beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]	protein_coding	-2.289e+00	 4.5381829	1.122e+03	6.539e-246	6.233e-244
ENSG00000134574	DDB2	damage-specific DNA binding protein 2, 48kDa [Source:HGNC Symbol;Acc:HGNC:2718]	protein_coding	-2.162e+00	 4.7588203	1.115e+03	2.147e-244	2.032e-242
ENSG00000113739	STC2	stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]	protein_coding	-2.128e+00	 5.2927624	1.104e+03	3.581e-242	3.365e-240
ENSG00000171914	TLN2	talin 2 [Source:HGNC Symbol;Acc:HGNC:15447]	protein_coding	 2.184e+00	 5.5380105	1.104e+03	4.401e-242	4.105e-240
ENSG00000158373	HIST1H2BD	histone cluster 1, H2bd [Source:HGNC Symbol;Acc:HGNC:4747]	protein_coding	 3.112e+00	 3.6440517	1.100e+03	3.647e-241	3.378e-239
