gene_id	gene_name	description	biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000145632	PLK2	polo-like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]	protein_coding	-3.136e+00	 7.555859	3.313e+03	 0.000e+00	 0.000e+00
ENSG00000151150	ANK3	ankyrin 3, node of Ranvier (ankyrin G) [Source:HGNC Symbol;Acc:HGNC:494]	protein_coding	-3.045e+00	 7.429847	1.831e+03	 0.000e+00	 0.000e+00
ENSG00000124212	PTGIS	prostaglandin I2 (prostacyclin) synthase [Source:HGNC Symbol;Acc:HGNC:9603]	protein_coding	-3.012e+00	 6.220756	1.618e+03	 0.000e+00	 0.000e+00
ENSG00000169908	TM4SF1	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]	protein_coding	-3.008e+00	 4.909749	2.061e+03	 0.000e+00	 0.000e+00
ENSG00000146122	DAAM2	dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]	protein_coding	-3.004e+00	 5.060839	1.562e+03	 0.000e+00	 0.000e+00
ENSG00000183671	GPR1	G protein-coupled receptor 1 [Source:HGNC Symbol;Acc:HGNC:4463]	protein_coding	 2.999e+00	 6.849077	2.772e+03	 0.000e+00	 0.000e+00
ENSG00000178860	MSC	musculin [Source:HGNC Symbol;Acc:HGNC:7321]	protein_coding	 2.946e+00	 7.294830	1.796e+03	 0.000e+00	 0.000e+00
ENSG00000128052	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:HGNC Symbol;Acc:HGNC:6307]	protein_coding	-2.835e+00	 5.029376	1.876e+03	 0.000e+00	 0.000e+00
ENSG00000058668	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:HGNC:817]	protein_coding	-2.822e+00	 7.943774	2.835e+03	 0.000e+00	 0.000e+00
ENSG00000168077	SCARA3	scavenger receptor class A, member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	protein_coding	-2.817e+00	 4.708773	1.587e+03	 0.000e+00	 0.000e+00
ENSG00000211445	GPX3	glutathione peroxidase 3 (plasma) [Source:HGNC Symbol;Acc:HGNC:4555]	protein_coding	-2.811e+00	 8.110531	2.399e+03	 0.000e+00	 0.000e+00
ENSG00000131389	SLC6A6	solute carrier family 6 (neurotransmitter transporter), member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	protein_coding	-2.790e+00	 4.498696	1.666e+03	 0.000e+00	 0.000e+00
ENSG00000078114	NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	protein_coding	 2.724e+00	 5.564375	2.370e+03	 0.000e+00	 0.000e+00
ENSG00000111424	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:HGNC:12679]	protein_coding	 2.708e+00	 5.596354	2.038e+03	 0.000e+00	 0.000e+00
ENSG00000118004	COLEC11	collectin sub-family member 11 [Source:HGNC Symbol;Acc:HGNC:17213]	protein_coding	-2.667e+00	 7.330283	1.932e+03	 0.000e+00	 0.000e+00
ENSG00000134569	LRP4	low density lipoprotein receptor-related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	protein_coding	-2.659e+00	 6.153020	1.600e+03	 0.000e+00	 0.000e+00
ENSG00000213694	S1PR3	sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]	protein_coding	-2.658e+00	 5.053684	1.670e+03	 0.000e+00	 0.000e+00
ENSG00000111341	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	protein_coding	-2.658e+00	 7.317411	2.132e+03	 0.000e+00	 0.000e+00
ENSG00000185070	FLRT2	fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]	protein_coding	 2.654e+00	 6.755787	2.548e+03	 0.000e+00	 0.000e+00
ENSG00000103485	QPRT	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]	protein_coding	-2.587e+00	 5.353959	1.577e+03	 0.000e+00	 0.000e+00
ENSG00000124920	MYRF	myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181]	protein_coding	-2.579e+00	 5.263890	1.877e+03	 0.000e+00	 0.000e+00
ENSG00000138685	FGF2	fibroblast growth factor 2 (basic) [Source:HGNC Symbol;Acc:HGNC:3676]	protein_coding	 2.566e+00	 7.702411	2.213e+03	 0.000e+00	 0.000e+00
ENSG00000100767	PAPLN	papilin, proteoglycan-like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]	protein_coding	-2.500e+00	 6.289897	1.495e+03	 0.000e+00	 0.000e+00
ENSG00000164056	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila) [Source:HGNC Symbol;Acc:HGNC:11269]	protein_coding	-2.476e+00	 6.271221	1.940e+03	 0.000e+00	 0.000e+00
ENSG00000119986	AVPI1	arginine vasopressin-induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]	protein_coding	 2.475e+00	 5.161978	1.997e+03	 0.000e+00	 0.000e+00
ENSG00000163393	SLC22A15	solute carrier family 22, member 15 [Source:HGNC Symbol;Acc:HGNC:20301]	protein_coding	 2.443e+00	 5.261493	1.508e+03	 0.000e+00	 0.000e+00
ENSG00000176971	FIBIN	fin bud initiation factor homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33747]	protein_coding	 2.438e+00	 7.370713	2.471e+03	 0.000e+00	 0.000e+00
ENSG00000169432	SCN9A	sodium channel, voltage-gated, type IX, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10597]	protein_coding	 2.411e+00	 6.054925	2.105e+03	 0.000e+00	 0.000e+00
ENSG00000169418	NPR1	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]	protein_coding	-2.410e+00	 4.957694	1.506e+03	 0.000e+00	 0.000e+00
ENSG00000174348	PODN	podocan [Source:HGNC Symbol;Acc:HGNC:23174]	protein_coding	-2.403e+00	 6.899302	1.486e+03	 0.000e+00	 0.000e+00
ENSG00000138172	CALHM2	calcium homeostasis modulator 2 [Source:HGNC Symbol;Acc:HGNC:23493]	protein_coding	-2.371e+00	 5.002146	1.663e+03	 0.000e+00	 0.000e+00
ENSG00000115604	IL18R1	interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:HGNC:5988]	protein_coding	 2.336e+00	 5.942349	2.079e+03	 0.000e+00	 0.000e+00
ENSG00000150995	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1 [Source:HGNC Symbol;Acc:HGNC:6180]	protein_coding	 2.295e+00	 7.400116	2.040e+03	 0.000e+00	 0.000e+00
ENSG00000205978	NYNRIN	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]	protein_coding	-2.124e+00	 5.309327	1.563e+03	 0.000e+00	 0.000e+00
ENSG00000150687	PRSS23	protease, serine, 23 [Source:HGNC Symbol;Acc:HGNC:14370]	protein_coding	-2.115e+00	 7.396644	1.633e+03	 0.000e+00	 0.000e+00
ENSG00000187955	COL14A1	collagen, type XIV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2191]	protein_coding	-2.115e+00	 8.374914	1.544e+03	 0.000e+00	 0.000e+00
ENSG00000059728	MXD1	MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]	protein_coding	 2.101e+00	 6.399862	1.667e+03	 0.000e+00	 0.000e+00
ENSG00000178607	ERN1	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	protein_coding	 2.048e+00	 6.704873	1.830e+03	 0.000e+00	 0.000e+00
ENSG00000090020	SLC9A1	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:HGNC:11071]	protein_coding	 2.029e+00	 7.531321	1.548e+03	 0.000e+00	 0.000e+00
ENSG00000197565	COL4A6	collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]	protein_coding	-1.996e+00	 6.678515	1.785e+03	 0.000e+00	 0.000e+00
ENSG00000085662	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase) [Source:HGNC Symbol;Acc:HGNC:381]	protein_coding	 1.937e+00	 7.337847	1.550e+03	 0.000e+00	 0.000e+00
ENSG00000113742	CPEB4	cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]	protein_coding	 1.872e+00	 6.112469	1.686e+03	 0.000e+00	 0.000e+00
ENSG00000103043	VAC14	Vac14 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25507]	protein_coding	 1.848e+00	 7.026710	1.502e+03	 0.000e+00	 0.000e+00
ENSG00000155304	HSPA13	heat shock protein 70kDa family, member 13 [Source:HGNC Symbol;Acc:HGNC:11375]	protein_coding	 1.775e+00	 6.950514	1.503e+03	 0.000e+00	 0.000e+00
ENSG00000143416	SELENBP1	selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]	protein_coding	-2.766e+00	 4.921185	1.457e+03	7.016e-319	1.368e-316
ENSG00000120437	ACAT2	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]	protein_coding	-2.625e+00	 5.079233	1.457e+03	7.411e-319	1.423e-316
ENSG00000116717	GADD45A	growth arrest and DNA-damage-inducible, alpha [Source:HGNC Symbol;Acc:HGNC:4095]	protein_coding	 2.242e+00	 7.707696	1.456e+03	1.193e-318	2.259e-316
ENSG00000115963	RND3	Rho family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:671]	protein_coding	 2.446e+00	 8.011965	1.448e+03	9.311e-317	1.737e-314
ENSG00000170962	PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	protein_coding	-2.066e+00	 6.929265	1.446e+03	1.932e-316	3.553e-314
ENSG00000164929	BAALC	brain and acute leukemia, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:14333]	protein_coding	-4.603e+00	 3.924588	1.445e+03	3.711e-316	6.731e-314
ENSG00000074181	NOTCH3	notch 3 [Source:HGNC Symbol;Acc:HGNC:7883]	protein_coding	-2.504e+00	 5.887494	1.430e+03	5.367e-313	9.601e-311
ENSG00000124762	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1) [Source:HGNC Symbol;Acc:HGNC:1784]	protein_coding	 2.151e+00	 9.614057	1.421e+03	6.799e-311	1.200e-308
ENSG00000152377	SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 [Source:HGNC Symbol;Acc:HGNC:11251]	protein_coding	 1.928e+00	 5.825373	1.390e+03	3.489e-304	6.075e-302
ENSG00000180447	GAS1	growth arrest-specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	protein_coding	-3.168e+00	 6.324922	1.379e+03	8.292e-302	1.425e-299
ENSG00000175130	MARCKSL1	MARCKS-like 1 [Source:HGNC Symbol;Acc:HGNC:7142]	protein_coding	-1.881e+00	 5.914937	1.375e+03	5.605e-301	9.506e-299
ENSG00000183287	CCBE1	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]	protein_coding	-2.346e+00	 7.135503	1.373e+03	1.564e-300	2.619e-298
ENSG00000137962	ARHGAP29	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	protein_coding	-1.837e+00	 5.970122	1.368e+03	1.727e-299	2.855e-297
ENSG00000148926	ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	protein_coding	-1.930e+00	 6.662455	1.368e+03	2.006e-299	3.274e-297
ENSG00000126803	HSPA2	heat shock 70kDa protein 2 [Source:HGNC Symbol;Acc:HGNC:5235]	protein_coding	-3.435e+00	 5.133569	1.358e+03	3.567e-297	5.750e-295
ENSG00000109686	SH3D19	SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]	protein_coding	-2.291e+00	 7.839303	1.350e+03	1.847e-295	2.941e-293
ENSG00000106819	ASPN	asporin [Source:HGNC Symbol;Acc:HGNC:14872]	protein_coding	-3.447e+00	 5.891747	1.343e+03	5.120e-294	8.056e-292
ENSG00000162772	ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	protein_coding	 3.097e+00	 5.480454	1.337e+03	9.549e-293	1.485e-290
ENSG00000175274	TP53I11	tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]	protein_coding	-2.800e+00	 7.768574	1.316e+03	3.335e-288	5.124e-286
ENSG00000087074	PPP1R15A	protein phosphatase 1, regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]	protein_coding	 2.172e+00	 8.160227	1.316e+03	3.451e-288	5.240e-286
ENSG00000144821	MYH15	myosin, heavy chain 15 [Source:HGNC Symbol;Acc:HGNC:31073]	protein_coding	 2.855e+00	 4.487226	1.311e+03	5.608e-287	8.419e-285
ENSG00000115252	PDE1A	phosphodiesterase 1A, calmodulin-dependent [Source:HGNC Symbol;Acc:HGNC:8774]	protein_coding	-2.030e+00	 5.408130	1.299e+03	2.077e-284	3.082e-282
ENSG00000143479	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]	protein_coding	 2.202e+00	 4.882710	1.293e+03	3.892e-283	5.712e-281
ENSG00000064300	NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	protein_coding	-3.426e+00	 3.654186	1.283e+03	6.427e-281	9.326e-279
ENSG00000116133	DHCR24	24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]	protein_coding	-2.093e+00	 7.405035	1.278e+03	7.257e-280	1.041e-277
ENSG00000130487	KLHDC7B	kelch domain containing 7B [Source:HGNC Symbol;Acc:HGNC:25145]	protein_coding	 4.370e+00	 3.070638	1.266e+03	2.342e-277	3.325e-275
ENSG00000092969	TGFB2	transforming growth factor, beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]	protein_coding	 1.971e+00	 5.222480	1.266e+03	3.354e-277	4.710e-275
ENSG00000060718	COL11A1	collagen, type XI, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2186]	protein_coding	 2.624e+00	 4.380073	1.263e+03	1.109e-276	1.540e-274
ENSG00000111981	ULBP1	UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]	protein_coding	 2.304e+00	 4.727726	1.252e+03	3.137e-274	4.312e-272
ENSG00000169499	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 [Source:HGNC Symbol;Acc:HGNC:14336]	protein_coding	-1.604e+00	 6.273424	1.250e+03	9.273e-274	1.261e-271
ENSG00000179222	MAGED1	melanoma antigen family D, 1 [Source:HGNC Symbol;Acc:HGNC:6813]	protein_coding	-1.891e+00	 7.451586	1.247e+03	3.441e-273	4.633e-271
ENSG00000197860	SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:HGNC Symbol;Acc:HGNC:23567]	protein_coding	 1.774e+00	 5.510108	1.234e+03	2.431e-270	3.240e-268
ENSG00000154864	PIEZO2	piezo-type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	protein_coding	-1.675e+00	 6.239494	1.231e+03	1.293e-269	1.706e-267
ENSG00000127241	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor) [Source:HGNC Symbol;Acc:HGNC:6901]	protein_coding	-2.770e+00	 3.985017	1.222e+03	8.604e-268	1.124e-265
ENSG00000042286	AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2 [Source:HGNC Symbol;Acc:HGNC:21411]	protein_coding	 2.042e+00	 6.242787	1.222e+03	1.096e-267	1.418e-265
ENSG00000173334	TRIB1	tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]	protein_coding	 2.362e+00	 4.532407	1.219e+03	3.858e-267	4.940e-265
ENSG00000104549	SQLE	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]	protein_coding	-1.682e+00	 6.684492	1.218e+03	6.023e-267	7.637e-265
ENSG00000166750	SLFN5	schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]	protein_coding	 1.931e+00	 8.725078	1.218e+03	6.314e-267	7.929e-265
ENSG00000115461	IGFBP5	insulin-like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	protein_coding	-3.311e+00	10.478690	1.216e+03	1.615e-266	2.009e-264
ENSG00000204291	COL15A1	collagen, type XV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2192]	protein_coding	 3.485e+00	 7.788442	1.214e+03	6.238e-266	7.686e-264
ENSG00000169756	LIMS1	LIM and senescent cell antigen-like domains 1 [Source:HGNC Symbol;Acc:HGNC:6616]	protein_coding	 1.700e+00	 7.522021	1.205e+03	5.004e-264	6.107e-262
ENSG00000134824	FADS2	fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]	protein_coding	-2.028e+00	 9.065018	1.205e+03	6.210e-264	7.510e-262
ENSG00000100100	PIK3IP1	phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24942]	protein_coding	-2.510e+00	 4.066033	1.200e+03	6.282e-263	7.527e-261
ENSG00000130203	APOE	apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]	protein_coding	-2.814e+00	 9.705006	1.192e+03	4.280e-261	5.082e-259
ENSG00000171992	SYNPO	synaptopodin [Source:HGNC Symbol;Acc:HGNC:30672]	protein_coding	-1.585e+00	 6.147394	1.186e+03	6.874e-260	8.088e-258
ENSG00000167552	TUBA1A	tubulin, alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	protein_coding	-2.826e+00	 6.899493	1.185e+03	1.006e-259	1.173e-257
ENSG00000126822	PLEKHG3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3 [Source:HGNC Symbol;Acc:HGNC:20364]	protein_coding	-2.681e+00	 4.439293	1.183e+03	2.448e-259	2.830e-257
ENSG00000163071	SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	protein_coding	 1.846e+00	 5.090528	1.177e+03	5.473e-258	6.270e-256
ENSG00000185630	PBX1	pre-B-cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]	protein_coding	-1.741e+00	 7.087793	1.170e+03	1.596e-256	1.813e-254
ENSG00000112936	C7	complement component 7 [Source:HGNC Symbol;Acc:HGNC:1346]	protein_coding	-2.153e+00	10.865001	1.166e+03	1.735e-255	1.953e-253
ENSG00000133110	POSTN	periostin, osteoblast specific factor [Source:HGNC Symbol;Acc:HGNC:16953]	protein_coding	 1.762e+00	 8.345540	1.163e+03	8.342e-255	9.311e-253
ENSG00000054654	SYNE2	spectrin repeat containing, nuclear envelope 2 [Source:HGNC Symbol;Acc:HGNC:17084]	protein_coding	-1.801e+00	 6.777652	1.154e+03	5.793e-253	6.411e-251
ENSG00000142910	TINAGL1	tubulointerstitial nephritis antigen-like 1 [Source:HGNC Symbol;Acc:HGNC:19168]	protein_coding	-4.457e+00	 3.348738	1.153e+03	1.101e-252	1.209e-250
ENSG00000094963	FMO2	flavin containing monooxygenase 2 (non-functional) [Source:HGNC Symbol;Acc:HGNC:3770]	protein_coding	-3.049e+00	 5.187025	1.143e+03	1.562e-250	1.700e-248
ENSG00000122877	EGR2	early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]	protein_coding	 4.500e+00	 2.973045	1.138e+03	2.057e-249	2.221e-247
ENSG00000120594	PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	protein_coding	 1.825e+00	 6.032067	1.136e+03	5.795e-249	6.204e-247
ENSG00000119139	TJP2	tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]	protein_coding	-1.717e+00	 6.426303	1.130e+03	7.851e-248	8.336e-246
ENSG00000156453	PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	protein_coding	 1.883e+00	 5.784444	1.111e+03	1.131e-243	1.192e-241
ENSG00000171889	MIR31HG	MIR31 host gene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:37187]	sense_overlapping	 2.928e+00	 3.622573	1.098e+03	7.328e-241	7.656e-239
ENSG00000167508	MVD	mevalonate (diphospho) decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]	protein_coding	-1.782e+00	 6.370427	1.096e+03	1.923e-240	1.993e-238
ENSG00000130707	ASS1	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]	protein_coding	-1.605e+00	 5.955619	1.095e+03	4.815e-240	4.952e-238
ENSG00000128340	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2) [Source:HGNC Symbol;Acc:HGNC:9802]	protein_coding	-2.459e+00	 4.214984	1.093e+03	1.241e-239	1.266e-237
ENSG00000250722	SEPP1	selenoprotein P, plasma, 1 [Source:HGNC Symbol;Acc:HGNC:10751]	protein_coding	-2.703e+00	 4.639652	1.073e+03	2.135e-235	2.161e-233
ENSG00000197747	S100A10	S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]	protein_coding	-1.453e+00	 6.484371	1.063e+03	4.660e-233	4.682e-231
ENSG00000135723	FHOD1	formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17905]	protein_coding	-1.932e+00	 5.544903	1.055e+03	1.643e-231	1.638e-229
ENSG00000120889	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b [Source:HGNC Symbol;Acc:HGNC:11905]	protein_coding	 1.730e+00	 8.250947	1.054e+03	3.486e-231	3.449e-229
ENSG00000088367	EPB41L1	erythrocyte membrane protein band 4.1-like 1 [Source:HGNC Symbol;Acc:HGNC:3378]	protein_coding	-1.899e+00	 4.967784	1.052e+03	8.442e-231	8.289e-229
ENSG00000146072	TNFRSF21	tumor necrosis factor receptor superfamily, member 21 [Source:HGNC Symbol;Acc:HGNC:13469]	protein_coding	-2.229e+00	 8.349764	1.050e+03	2.058e-230	2.006e-228
ENSG00000260916	CCPG1	cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]	protein_coding	 1.551e+00	 6.008497	1.040e+03	2.837e-228	2.745e-226
ENSG00000113319	RASGRF2	Ras protein-specific guanine nucleotide-releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]	protein_coding	 3.588e+00	 3.184411	1.038e+03	1.163e-227	1.117e-225
ENSG00000149451	ADAM33	ADAM metallopeptidase domain 33 [Source:HGNC Symbol;Acc:HGNC:15478]	protein_coding	-2.266e+00	 6.554397	1.034e+03	8.990e-227	8.570e-225
ENSG00000149090	PAMR1	peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]	protein_coding	-1.543e+00	 7.183536	1.025e+03	7.237e-225	6.848e-223
ENSG00000133134	BEX2	brain expressed X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30933]	protein_coding	 4.556e+00	 3.142587	1.025e+03	8.427e-225	7.918e-223
ENSG00000137193	PIM1	Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]	protein_coding	-1.640e+00	 5.763150	1.023e+03	1.970e-224	1.838e-222
